Nacionalidad;Sexo;Año;Total
Uruguay;Ambos sexos;2022;27.208
Uruguay;Ambos sexos;2021;27.659
Uruguay;Ambos sexos;2020;28.166
Uruguay;Ambos sexos;2019;26.406
Uruguay;Ambos sexos;2018;25.521
Uruguay;Ambos sexos;2017;24.887
Uruguay;Ambos sexos;2016;26.009
Uruguay;Ambos sexos;2015;27.457
Uruguay;Ambos sexos;2014;31.146
Uruguay;Ambos sexos;2013;35.552
Uruguay;Ambos sexos;2012;38.980
Uruguay;Ambos sexos;2011;42.828
Uruguay;Ambos sexos;2010;46.865
Uruguay;Ambos sexos;2009;50.429
Uruguay;Ambos sexos;2008;50.544
Uruguay;Ambos sexos;2007;46.069
Uruguay;Ambos sexos;2006;45.508
Uruguay;Ambos sexos;2005;42.433
Uruguay;Ambos sexos;2004;31.413
Uruguay;Ambos sexos;2003;20.889
Uruguay;Ambos sexos;2002;11.352
Uruguay;Ambos sexos;2001;6.828
Uruguay;Ambos sexos;2000;5.092
Uruguay;Ambos sexos;1999;4.609
Uruguay;Ambos sexos;1998;4.452
Uruguay;Hombres;2022;13.273
Uruguay;Hombres;2021;13.549
Uruguay;Hombres;2020;13.798
Uruguay;Hombres;2019;12.869
Uruguay;Hombres;2018;12.415
Uruguay;Hombres;2017;12.179
Uruguay;Hombres;2016;12.725
Uruguay;Hombres;2015;13.421
Uruguay;Hombres;2014;15.247
Uruguay;Hombres;2013;17.467
Uruguay;Hombres;2012;19.251
Uruguay;Hombres;2011;21.177
Uruguay;Hombres;2010;23.329
Uruguay;Hombres;2009;25.232
Uruguay;Hombres;2008;25.291
Uruguay;Hombres;2007;23.118
Uruguay;Hombres;2006;23.073
Uruguay;Hombres;2005;21.650
Uruguay;Hombres;2004;16.073
Uruguay;Hombres;2003;10.768
Uruguay;Hombres;2002;5.647
Uruguay;Hombres;2001;3.302
Uruguay;Hombres;2000;2.397
Uruguay;Hombres;1999;2.163
Uruguay;Hombres;1998;2.091
Uruguay;Mujeres;2022;13.935
Uruguay;Mujeres;2021;14.110
Uruguay;Mujeres;2020;14.368
Uruguay;Mujeres;2019;13.537
Uruguay;Mujeres;2018;13.106
Uruguay;Mujeres;2017;12.708
Uruguay;Mujeres;2016;13.284
Uruguay;Mujeres;2015;14.036
Uruguay;Mujeres;2014;15.899
Uruguay;Mujeres;2013;18.085
Uruguay;Mujeres;2012;19.729
Uruguay;Mujeres;2011;21.651
Uruguay;Mujeres;2010;23.536
Uruguay;Mujeres;2009;25.197
Uruguay;Mujeres;2008;25.253
Uruguay;Mujeres;2007;22.951
Uruguay;Mujeres;2006;22.435
Uruguay;Mujeres;2005;20.783
Uruguay;Mujeres;2004;15.340
Uruguay;Mujeres;2003;10.121
Uruguay;Mujeres;2002;5.705
Uruguay;Mujeres;2001;3.527
Uruguay;Mujeres;2000;2.694
Uruguay;Mujeres;1999;2.446
Uruguay;Mujeres;1998;2.361
Venezuela;Ambos sexos;2022;212.064
Venezuela;Ambos sexos;2021;199.078
Venezuela;Ambos sexos;2020;189.110
Venezuela;Ambos sexos;2019;137.776
Venezuela;Ambos sexos;2018;95.633
Venezuela;Ambos sexos;2017;68.866
Venezuela;Ambos sexos;2016;54.401
Venezuela;Ambos sexos;2015;48.421
Venezuela;Ambos sexos;2014;49.717
Venezuela;Ambos sexos;2013;56.338
Venezuela;Ambos sexos;2012;59.322
Venezuela;Ambos sexos;2011;59.805
Venezuela;Ambos sexos;2010;60.399
Venezuela;Ambos sexos;2009;61.468
Venezuela;Ambos sexos;2008;58.317
Venezuela;Ambos sexos;2007;51.481
Venezuela;Ambos sexos;2006;51.261
Venezuela;Ambos sexos;2005;49.206
Venezuela;Ambos sexos;2004;38.718
Venezuela;Ambos sexos;2003;29.716
Venezuela;Ambos sexos;2002;22.257
Venezuela;Ambos sexos;2001;16.549
Venezuela;Ambos sexos;2000;12.119
Venezuela;Ambos sexos;1999;10.194
Venezuela;Ambos sexos;1998;8.986
Venezuela;Hombres;2022;91.994
Venezuela;Hombres;2021;86.291
Venezuela;Hombres;2020;81.165
Venezuela;Hombres;2019;58.666
Venezuela;Hombres;2018;40.406
Venezuela;Hombres;2017;28.900
Venezuela;Hombres;2016;22.486
Venezuela;Hombres;2015;20.013
Venezuela;Hombres;2014;20.400
Venezuela;Hombres;2013;23.157
Venezuela;Hombres;2012;24.499
Venezuela;Hombres;2011;24.703
Venezuela;Hombres;2010;25.178
Venezuela;Hombres;2009;25.975
Venezuela;Hombres;2008;24.591
Venezuela;Hombres;2007;21.600
Venezuela;Hombres;2006;21.788
Venezuela;Hombres;2005;21.168
Venezuela;Hombres;2004;16.769
Venezuela;Hombres;2003;12.864
Venezuela;Hombres;2002;9.552
Venezuela;Hombres;2001;7.073
Venezuela;Hombres;2000;5.287
Venezuela;Hombres;1999;4.525
Venezuela;Hombres;1998;4.038
Venezuela;Mujeres;2022;120.070
Venezuela;Mujeres;2021;112.787
Venezuela;Mujeres;2020;107.945
Venezuela;Mujeres;2019;79.110
Venezuela;Mujeres;2018;55.227
Venezuela;Mujeres;2017;39.966
Venezuela;Mujeres;2016;31.915
Venezuela;Mujeres;2015;28.408
Venezuela;Mujeres;2014;29.317
Venezuela;Mujeres;2013;33.181
Venezuela;Mujeres;2012;34.823
Venezuela;Mujeres;2011;35.102
Venezuela;Mujeres;2010;35.221
Venezuela;Mujeres;2009;35.493
Venezuela;Mujeres;2008;33.726
Venezuela;Mujeres;2007;29.881
Venezuela;Mujeres;2006;29.473
Venezuela;Mujeres;2005;28.038
Venezuela;Mujeres;2004;21.949
Venezuela;Mujeres;2003;16.852
Venezuela;Mujeres;2002;12.705
Venezuela;Mujeres;2001;9.476
Venezuela;Mujeres;2000;6.832
Venezuela;Mujeres;1999;5.669
Venezuela;Mujeres;1998;4.948
Resto de América del Sur;Ambos sexos;2022;53
Resto de América del Sur;Ambos sexos;2021;49
Resto de América del Sur;Ambos sexos;2020;48
Resto de América del Sur;Ambos sexos;2019;43
Resto de América del Sur;Ambos sexos;2018;42
Resto de América del Sur;Ambos sexos;2017;41
Resto de América del Sur;Ambos sexos;2016;36
Resto de América del Sur;Ambos sexos;2015;35
Resto de América del Sur;Ambos sexos;2014;42
Resto de América del Sur;Ambos sexos;2013;50
Resto de América del Sur;Ambos sexos;2012;48
Resto de América del Sur;Ambos sexos;2011;50
Resto de América del Sur;Ambos sexos;2010;51
Resto de América del Sur;Ambos sexos;2009;54
Resto de América del Sur;Ambos sexos;2008;51
Resto de América del Sur;Ambos sexos;2007;46
Resto de América del Sur;Ambos sexos;2006;53
Resto de América del Sur;Ambos sexos;2005;51
Resto de América del Sur;Ambos sexos;2004;48
Resto de América del Sur;Ambos sexos;2003;55
Resto de América del Sur;Ambos sexos;2002;44
Resto de América del Sur;Ambos sexos;2001;44
Resto de América del Sur;Ambos sexos;2000;35
Resto de América del Sur;Ambos sexos;1999;36
Resto de América del Sur;Ambos sexos;1998;131
Resto de América del Sur;Hombres;2022;22
Resto de América del Sur;Hombres;2021;22
Resto de América del Sur;Hombres;2020;24
Resto de América del Sur;Hombres;2019;19
Resto de América del Sur;Hombres;2018;20
Resto de América del Sur;Hombres;2017;20
Resto de América del Sur;Hombres;2016;17
Resto de América del Sur;Hombres;2015;16
Resto de América del Sur;Hombres;2014;17
Resto de América del Sur;Hombres;2013;21
Resto de América del Sur;Hombres;2012;24
Resto de América del Sur;Hombres;2011;22
Resto de América del Sur;Hombres;2010;25
Resto de América del Sur;Hombres;2009;26
Resto de América del Sur;Hombres;2008;26
Resto de América del Sur;Hombres;2007;23
Resto de América del Sur;Hombres;2006;26
Resto de América del Sur;Hombres;2005;20
Resto de América del Sur;Hombres;2004;19
Resto de América del Sur;Hombres;2003;22
Resto de América del Sur;Hombres;2002;20
Resto de América del Sur;Hombres;2001;19
Resto de América del Sur;Hombres;2000;17
Resto de América del Sur;Hombres;1999;16
Resto de América del Sur;Hombres;1998;63
Resto de América del Sur;Mujeres;2022;31
Resto de América del Sur;Mujeres;2021;27
Resto de América del Sur;Mujeres;2020;24
Resto de América del Sur;Mujeres;2019;24
Resto de América del Sur;Mujeres;2018;22
Resto de América del Sur;Mujeres;2017;21
Resto de América del Sur;Mujeres;2016;19
Resto de América del Sur;Mujeres;2015;19
Resto de América del Sur;Mujeres;2014;25
Resto de América del Sur;Mujeres;2013;29
Resto de América del Sur;Mujeres;2012;24
Resto de América del Sur;Mujeres;2011;28
Resto de América del Sur;Mujeres;2010;26
Resto de América del Sur;Mujeres;2009;28
Resto de América del Sur;Mujeres;2008;25
Resto de América del Sur;Mujeres;2007;23
Resto de América del Sur;Mujeres;2006;27
Resto de América del Sur;Mujeres;2005;31
Resto de América del Sur;Mujeres;2004;29
Resto de América del Sur;Mujeres;2003;33
Resto de América del Sur;Mujeres;2002;24
Resto de América del Sur;Mujeres;2001;25
Resto de América del Sur;Mujeres;2000;18
Resto de América del Sur;Mujeres;1999;20
Resto de América del Sur;Mujeres;1998;68
ASIA;Ambos sexos;2022;493.065
ASIA;Ambos sexos;2021;496.639
ASIA;Ambos sexos;2020;500.009
ASIA;Ambos sexos;2019;468.808
ASIA;Ambos sexos;2018;440.272
ASIA;Ambos sexos;2017;418.602
ASIA;Ambos sexos;2016;400.540
ASIA;Ambos sexos;2015;385.655
ASIA;Ambos sexos;2014;381.819
ASIA;Ambos sexos;2013;378.537
ASIA;Ambos sexos;2012;368.571
ASIA;Ambos sexos;2011;343.731
ASIA;Ambos sexos;2010;317.646
ASIA;Ambos sexos;2009;296.734
ASIA;Ambos sexos;2008;256.728
ASIA;Ambos sexos;2007;219.843
ASIA;Ambos sexos;2006;217.918
ASIA;Ambos sexos;2005;186.848
ASIA;Ambos sexos;2004;141.683
ASIA;Ambos sexos;2003;127.885
ASIA;Ambos sexos;2002;98.058
ASIA;Ambos sexos;2001;74.413
ASIA;Ambos sexos;2000;56.017
ASIA;Ambos sexos;1999;46.881
ASIA;Ambos sexos;1998;42.742
ASIA;Hombres;2022;268.880
ASIA;Hombres;2021;274.279
ASIA;Hombres;2020;277.692
ASIA;Hombres;2019;259.584
ASIA;Hombres;2018;243.663
ASIA;Hombres;2017;232.692
ASIA;Hombres;2016;224.940
ASIA;Hombres;2015;218.894
ASIA;Hombres;2014;220.019
ASIA;Hombres;2013;222.102
ASIA;Hombres;2012;218.981
ASIA;Hombres;2011;205.771
ASIA;Hombres;2010;192.472
ASIA;Hombres;2009;182.480
ASIA;Hombres;2008;159.408
ASIA;Hombres;2007;137.298
ASIA;Hombres;2006;137.236
ASIA;Hombres;2005;114.710
ASIA;Hombres;2004;84.895
ASIA;Hombres;2003;76.210
ASIA;Hombres;2002;56.889
ASIA;Hombres;2001;41.271
ASIA;Hombres;2000;29.478
ASIA;Hombres;1999;24.471
ASIA;Hombres;1998;22.171
ASIA;Mujeres;2022;224.185
ASIA;Mujeres;2021;222.360
ASIA;Mujeres;2020;222.317
ASIA;Mujeres;2019;209.224
ASIA;Mujeres;2018;196.609
ASIA;Mujeres;2017;185.910
ASIA;Mujeres;2016;175.600
ASIA;Mujeres;2015;166.761
ASIA;Mujeres;2014;161.800
ASIA;Mujeres;2013;156.435
ASIA;Mujeres;2012;149.590
ASIA;Mujeres;2011;137.960
ASIA;Mujeres;2010;125.174
ASIA;Mujeres;2009;114.254
ASIA;Mujeres;2008;97.320
ASIA;Mujeres;2007;82.545
ASIA;Mujeres;2006;80.682
ASIA;Mujeres;2005;72.138
ASIA;Mujeres;2004;56.788
ASIA;Mujeres;2003;51.675
ASIA;Mujeres;2002;41.168
ASIA;Mujeres;2001;33.142
ASIA;Mujeres;2000;26.540
ASIA;Mujeres;1999;22.411
ASIA;Mujeres;1998;20.574
Arabia Saudí;Ambos sexos;2022;1.058
Arabia Saudí;Ambos sexos;2021;788
Arabia Saudí;Ambos sexos;2020;884
Arabia Saudí;Ambos sexos;2019;746
Arabia Saudí;Ambos sexos;2018;676
Arabia Saudí;Ambos sexos;2017;751
Arabia Saudí;Ambos sexos;2016;707
Arabia Saudí;Ambos sexos;2015;699
Arabia Saudí;Ambos sexos;2014;599
Arabia Saudí;Ambos sexos;2013;516
Arabia Saudí;Ambos sexos;2012;447
Arabia Saudí;Ambos sexos;2011;338
Arabia Saudí;Ambos sexos;2010;286
Arabia Saudí;Ambos sexos;2009;284
Arabia Saudí;Ambos sexos;2008;312
Arabia Saudí;Ambos sexos;2007;325
Arabia Saudí;Ambos sexos;2006;337
Arabia Saudí;Ambos sexos;2005;268
Arabia Saudí;Ambos sexos;2004;212
Arabia Saudí;Ambos sexos;2003;208
Arabia Saudí;Ambos sexos;2002;161
Arabia Saudí;Ambos sexos;2001;159
Arabia Saudí;Ambos sexos;2000;137
Arabia Saudí;Ambos sexos;1999;125
Arabia Saudí;Ambos sexos;1998;135
Arabia Saudí;Hombres;2022;661
Arabia Saudí;Hombres;2021;497
Arabia Saudí;Hombres;2020;555
Arabia Saudí;Hombres;2019;462
Arabia Saudí;Hombres;2018;409
Arabia Saudí;Hombres;2017;456
Arabia Saudí;Hombres;2016;450
Arabia Saudí;Hombres;2015;457
Arabia Saudí;Hombres;2014;391
Arabia Saudí;Hombres;2013;337
Arabia Saudí;Hombres;2012;274
Arabia Saudí;Hombres;2011;207
Arabia Saudí;Hombres;2010;176
Arabia Saudí;Hombres;2009;169
Arabia Saudí;Hombres;2008;188
Arabia Saudí;Hombres;2007;197
Arabia Saudí;Hombres;2006;203
Arabia Saudí;Hombres;2005;166
Arabia Saudí;Hombres;2004;137
Arabia Saudí;Hombres;2003;125
Arabia Saudí;Hombres;2002;101
Arabia Saudí;Hombres;2001;99
Arabia Saudí;Hombres;2000;88
Arabia Saudí;Hombres;1999;82
Arabia Saudí;Hombres;1998;80
Arabia Saudí;Mujeres;2022;397
Arabia Saudí;Mujeres;2021;291
Arabia Saudí;Mujeres;2020;329
Arabia Saudí;Mujeres;2019;284
Arabia Saudí;Mujeres;2018;267
Arabia Saudí;Mujeres;2017;295
Arabia Saudí;Mujeres;2016;257
Arabia Saudí;Mujeres;2015;242
Arabia Saudí;Mujeres;2014;208
Arabia Saudí;Mujeres;2013;179
Arabia Saudí;Mujeres;2012;173
Arabia Saudí;Mujeres;2011;131
Arabia Saudí;Mujeres;2010;110
Arabia Saudí;Mujeres;2009;115
Arabia Saudí;Mujeres;2008;124
Arabia Saudí;Mujeres;2007;128
Arabia Saudí;Mujeres;2006;134
Arabia Saudí;Mujeres;2005;102
Arabia Saudí;Mujeres;2004;75
Arabia Saudí;Mujeres;2003;83
Arabia Saudí;Mujeres;2002;60
Arabia Saudí;Mujeres;2001;60
Arabia Saudí;Mujeres;2000;49
Arabia Saudí;Mujeres;1999;43
Arabia Saudí;Mujeres;1998;55
Bangladesh;Ambos sexos;2022;18.901
Bangladesh;Ambos sexos;2021;19.865
Bangladesh;Ambos sexos;2020;19.888
Bangladesh;Ambos sexos;2019;18.102
Bangladesh;Ambos sexos;2018;16.003
Bangladesh;Ambos sexos;2017;14.440
Bangladesh;Ambos sexos;2016;13.387
Bangladesh;Ambos sexos;2015;12.833
Bangladesh;Ambos sexos;2014;13.547
Bangladesh;Ambos sexos;2013;13.886
Bangladesh;Ambos sexos;2012;13.075
Bangladesh;Ambos sexos;2011;12.246
Bangladesh;Ambos sexos;2010;11.147
Bangladesh;Ambos sexos;2009;9.545
Bangladesh;Ambos sexos;2008;7.984
Bangladesh;Ambos sexos;2007;6.480
Bangladesh;Ambos sexos;2006;6.318
Bangladesh;Ambos sexos;2005;4.827
Bangladesh;Ambos sexos;2004;3.174
Bangladesh;Ambos sexos;2003;2.656
Bangladesh;Ambos sexos;2002;1.933
Bangladesh;Ambos sexos;2001;1.167
Bangladesh;Ambos sexos;2000;624
Bangladesh;Ambos sexos;1999;480
Bangladesh;Ambos sexos;1998;416
Bangladesh;Hombres;2022;12.704
Bangladesh;Hombres;2021;13.852
Bangladesh;Hombres;2020;14.122
Bangladesh;Hombres;2019;12.878
Bangladesh;Hombres;2018;11.375
Bangladesh;Hombres;2017;10.278
Bangladesh;Hombres;2016;9.658
Bangladesh;Hombres;2015;9.501
Bangladesh;Hombres;2014;10.332
Bangladesh;Hombres;2013;10.904
Bangladesh;Hombres;2012;10.361
Bangladesh;Hombres;2011;9.734
Bangladesh;Hombres;2010;8.816
Bangladesh;Hombres;2009;7.734
Bangladesh;Hombres;2008;6.470
Bangladesh;Hombres;2007;5.317
Bangladesh;Hombres;2006;5.274
Bangladesh;Hombres;2005;4.010
Bangladesh;Hombres;2004;2.584
Bangladesh;Hombres;2003;2.231
Bangladesh;Hombres;2002;1.617
Bangladesh;Hombres;2001;938
Bangladesh;Hombres;2000;473
Bangladesh;Hombres;1999;368
Bangladesh;Hombres;1998;306
Bangladesh;Mujeres;2022;6.197
Bangladesh;Mujeres;2021;6.013
Bangladesh;Mujeres;2020;5.766
Bangladesh;Mujeres;2019;5.224
Bangladesh;Mujeres;2018;4.628
Bangladesh;Mujeres;2017;4.162
Bangladesh;Mujeres;2016;3.729
Bangladesh;Mujeres;2015;3.332
Bangladesh;Mujeres;2014;3.215
Bangladesh;Mujeres;2013;2.982
Bangladesh;Mujeres;2012;2.714
Bangladesh;Mujeres;2011;2.512
Bangladesh;Mujeres;2010;2.331
Bangladesh;Mujeres;2009;1.811
Bangladesh;Mujeres;2008;1.514
Bangladesh;Mujeres;2007;1.163
Bangladesh;Mujeres;2006;1.044
Bangladesh;Mujeres;2005;817
Bangladesh;Mujeres;2004;590
Bangladesh;Mujeres;2003;425
Bangladesh;Mujeres;2002;316
Bangladesh;Mujeres;2001;229
Bangladesh;Mujeres;2000;151
Bangladesh;Mujeres;1999;112
Bangladesh;Mujeres;1998;111
China;Ambos sexos;2022;223.999
China;Ambos sexos;2021;229.254
China;Ambos sexos;2020;232.807
China;Ambos sexos;2019;224.559
China;Ambos sexos;2018;215.970
China;Ambos sexos;2017;208.075
China;Ambos sexos;2016;200.147
China;Ambos sexos;2015;191.638
China;Ambos sexos;2014;186.031
China;Ambos sexos;2013;181.701
China;Ambos sexos;2012;177.001
China;Ambos sexos;2011;167.132
China;Ambos sexos;2010;158.244
China;Ambos sexos;2009;147.479
China;Ambos sexos;2008;125.914
China;Ambos sexos;2007;106.652
China;Ambos sexos;2006;104.681
China;Ambos sexos;2005;87.731
China;Ambos sexos;2004;62.498
China;Ambos sexos;2003;51.228
China;Ambos sexos;2002;37.651
China;Ambos sexos;2001;27.574
China;Ambos sexos;2000;19.191
China;Ambos sexos;1999;14.184
China;Ambos sexos;1998;11.611
China;Hombres;2022;111.645
China;Hombres;2021;114.088
China;Hombres;2020;115.746
China;Hombres;2019;112.078
China;Hombres;2018;108.422
China;Hombres;2017;104.933
China;Hombres;2016;101.488
China;Hombres;2015;97.812
China;Hombres;2014;95.598
China;Hombres;2013;94.534
China;Hombres;2012;93.131
China;Hombres;2011;88.529
China;Hombres;2010;84.814
China;Hombres;2009;80.095
China;Hombres;2008;69.550
China;Hombres;2007;59.211
China;Hombres;2006;58.366
China;Hombres;2005;48.334
China;Hombres;2004;33.766
China;Hombres;2003;27.846
China;Hombres;2002;20.535
China;Hombres;2001;14.898
China;Hombres;2000;10.190
China;Hombres;1999;7.584
China;Hombres;1998;6.269
China;Mujeres;2022;112.354
China;Mujeres;2021;115.166
China;Mujeres;2020;117.061
China;Mujeres;2019;112.481
China;Mujeres;2018;107.548
China;Mujeres;2017;103.142
China;Mujeres;2016;98.659
China;Mujeres;2015;93.826
China;Mujeres;2014;90.433
China;Mujeres;2013;87.167
China;Mujeres;2012;83.870
China;Mujeres;2011;78.603
China;Mujeres;2010;73.430
China;Mujeres;2009;67.384
China;Mujeres;2008;56.364
China;Mujeres;2007;47.441
China;Mujeres;2006;46.315
China;Mujeres;2005;39.397
China;Mujeres;2004;28.732
China;Mujeres;2003;23.382
China;Mujeres;2002;17.116
China;Mujeres;2001;12.676
China;Mujeres;2000;9.001
China;Mujeres;1999;6.600
China;Mujeres;1998;5.342
Corea;Ambos sexos;2022;3.770
Corea;Ambos sexos;2021;4.190
Corea;Ambos sexos;2020;4.397
Corea;Ambos sexos;2019;4.202
Corea;Ambos sexos;2018;3.929
Corea;Ambos sexos;2017;3.861
Corea;Ambos sexos;2016;3.689
Corea;Ambos sexos;2015;3.560
Corea;Ambos sexos;2014;3.592
Corea;Ambos sexos;2013;3.527
Corea;Ambos sexos;2012;3.215
Corea;Ambos sexos;2011;2.916
Corea;Ambos sexos;2010;2.886
Corea;Ambos sexos;2009;2.859
Corea;Ambos sexos;2008;2.765
Corea;Ambos sexos;2007;2.465
Corea;Ambos sexos;2006;2.801
Corea;Ambos sexos;2005;3.018
Corea;Ambos sexos;2004;2.653
Corea;Ambos sexos;2003;2.886
Corea;Ambos sexos;2002;2.622
Corea;Ambos sexos;2001;2.363
Corea;Ambos sexos;2000;2.111
Corea;Ambos sexos;1999;1.942
Corea;Ambos sexos;1998;1.809
Corea;Hombres;2022;1.548
Corea;Hombres;2021;1.727
Corea;Hombres;2020;1.851
Corea;Hombres;2019;1.773
Corea;Hombres;2018;1.636
Corea;Hombres;2017;1.588
Corea;Hombres;2016;1.556
Corea;Hombres;2015;1.525
Corea;Hombres;2014;1.525
Corea;Hombres;2013;1.522
Corea;Hombres;2012;1.380
Corea;Hombres;2011;1.277
Corea;Hombres;2010;1.289
Corea;Hombres;2009;1.272
Corea;Hombres;2008;1.241
Corea;Hombres;2007;1.105
Corea;Hombres;2006;1.269
Corea;Hombres;2005;1.413
Corea;Hombres;2004;1.249
Corea;Hombres;2003;1.365
Corea;Hombres;2002;1.269
Corea;Hombres;2001;1.162
Corea;Hombres;2000;1.049
Corea;Hombres;1999;967
Corea;Hombres;1998;896
Corea;Mujeres;2022;2.222
Corea;Mujeres;2021;2.463
Corea;Mujeres;2020;2.546
Corea;Mujeres;2019;2.429
Corea;Mujeres;2018;2.293
Corea;Mujeres;2017;2.273
Corea;Mujeres;2016;2.133
Corea;Mujeres;2015;2.035
Corea;Mujeres;2014;2.067
Corea;Mujeres;2013;2.005
Corea;Mujeres;2012;1.835
Corea;Mujeres;2011;1.639
Corea;Mujeres;2010;1.597
Corea;Mujeres;2009;1.587
Corea;Mujeres;2008;1.524
Corea;Mujeres;2007;1.360
Corea;Mujeres;2006;1.532
Corea;Mujeres;2005;1.605
Corea;Mujeres;2004;1.404
Corea;Mujeres;2003;1.521
Corea;Mujeres;2002;1.353
Corea;Mujeres;2001;1.201
Corea;Mujeres;2000;1.062
Corea;Mujeres;1999;976
Corea;Mujeres;1998;913
Filipinas;Ambos sexos;2022;37.419
Filipinas;Ambos sexos;2021;37.335
Filipinas;Ambos sexos;2020;37.033
Filipinas;Ambos sexos;2019;35.289
Filipinas;Ambos sexos;2018;33.978
Filipinas;Ambos sexos;2017;32.654
Filipinas;Ambos sexos;2016;31.447
Filipinas;Ambos sexos;2015;30.329
Filipinas;Ambos sexos;2014;31.025
Filipinas;Ambos sexos;2013;31.097
Filipinas;Ambos sexos;2012;30.641
Filipinas;Ambos sexos;2011;29.692
Filipinas;Ambos sexos;2010;28.953
Filipinas;Ambos sexos;2009;27.312
Filipinas;Ambos sexos;2008;24.120
Filipinas;Ambos sexos;2007;20.385
Filipinas;Ambos sexos;2006;19.794
Filipinas;Ambos sexos;2005;19.927
Filipinas;Ambos sexos;2004;17.595
Filipinas;Ambos sexos;2003;17.840
Filipinas;Ambos sexos;2002;15.017
Filipinas;Ambos sexos;2001;12.780
Filipinas;Ambos sexos;2000;10.950
Filipinas;Ambos sexos;1999;9.828
Filipinas;Ambos sexos;1998;8.930
Filipinas;Hombres;2022;13.931
Filipinas;Hombres;2021;13.986
Filipinas;Hombres;2020;13.945
Filipinas;Hombres;2019;13.294
Filipinas;Hombres;2018;12.977
Filipinas;Hombres;2017;12.607
Filipinas;Hombres;2016;12.233
Filipinas;Hombres;2015;11.925
Filipinas;Hombres;2014;12.318
Filipinas;Hombres;2013;12.316
Filipinas;Hombres;2012;12.164
Filipinas;Hombres;2011;11.916
Filipinas;Hombres;2010;11.669
Filipinas;Hombres;2009;11.102
Filipinas;Hombres;2008;10.156
Filipinas;Hombres;2007;8.651
Filipinas;Hombres;2006;8.398
Filipinas;Hombres;2005;8.400
Filipinas;Hombres;2004;7.287
Filipinas;Hombres;2003;7.185
Filipinas;Hombres;2002;5.977
Filipinas;Hombres;2001;5.053
Filipinas;Hombres;2000;4.325
Filipinas;Hombres;1999;3.837
Filipinas;Hombres;1998;3.444
Filipinas;Mujeres;2022;23.488
Filipinas;Mujeres;2021;23.349
Filipinas;Mujeres;2020;23.088
Filipinas;Mujeres;2019;21.995
Filipinas;Mujeres;2018;21.001
Filipinas;Mujeres;2017;20.047
Filipinas;Mujeres;2016;19.214
Filipinas;Mujeres;2015;18.404
Filipinas;Mujeres;2014;18.707
Filipinas;Mujeres;2013;18.781
Filipinas;Mujeres;2012;18.477
Filipinas;Mujeres;2011;17.776
Filipinas;Mujeres;2010;17.284
Filipinas;Mujeres;2009;16.210
Filipinas;Mujeres;2008;13.964
Filipinas;Mujeres;2007;11.734
Filipinas;Mujeres;2006;11.396
Filipinas;Mujeres;2005;11.527
Filipinas;Mujeres;2004;10.308
Filipinas;Mujeres;2003;10.655
Filipinas;Mujeres;2002;9.039
Filipinas;Mujeres;2001;7.727
Filipinas;Mujeres;2000;6.625
Filipinas;Mujeres;1999;5.991
Filipinas;Mujeres;1998;5.486
India;Ambos sexos;2022;51.440
India;Ambos sexos;2021;53.056
India;Ambos sexos;2020;54.387
India;Ambos sexos;2019;49.119
India;Ambos sexos;2018;43.577
India;Ambos sexos;2017;40.399
India;Ambos sexos;2016;38.423
India;Ambos sexos;2015;36.724
India;Ambos sexos;2014;36.570
India;Ambos sexos;2013;36.598
India;Ambos sexos;2012;35.888
India;Ambos sexos;2011;34.130
India;Ambos sexos;2010;32.947
India;Ambos sexos;2009;29.742
India;Ambos sexos;2008;25.185
India;Ambos sexos;2007;21.296
India;Ambos sexos;2006;20.550
India;Ambos sexos;2005;17.558
India;Ambos sexos;2004;13.871
India;Ambos sexos;2003;12.657
India;Ambos sexos;2002;10.007
India;Ambos sexos;2001;7.996
India;Ambos sexos;2000;6.807
India;Ambos sexos;1999;6.278
India;Ambos sexos;1998;5.680
India;Hombres;2022;31.567
India;Hombres;2021;33.601
India;Hombres;2020;35.078
India;Hombres;2019;31.802
India;Hombres;2018;28.004
India;Hombres;2017;25.919
India;Hombres;2016;24.856
India;Hombres;2015;23.978
India;Hombres;2014;24.315
India;Hombres;2013;24.755
India;Hombres;2012;24.689
India;Hombres;2011;23.859
India;Hombres;2010;23.528
India;Hombres;2009;21.688
India;Hombres;2008;18.175
India;Hombres;2007;15.325
India;Hombres;2006;14.719
India;Hombres;2005;11.889
India;Hombres;2004;9.015
India;Hombres;2003;7.832
India;Hombres;2002;5.714
India;Hombres;2001;4.168
India;Hombres;2000;3.395
India;Hombres;1999;3.074
India;Hombres;1998;2.768
India;Mujeres;2022;19.873
India;Mujeres;2021;19.455
India;Mujeres;2020;19.309
India;Mujeres;2019;17.317
India;Mujeres;2018;15.573
India;Mujeres;2017;14.480
India;Mujeres;2016;13.567
India;Mujeres;2015;12.746
India;Mujeres;2014;12.255
India;Mujeres;2013;11.843
India;Mujeres;2012;11.199
India;Mujeres;2011;10.271
India;Mujeres;2010;9.419
India;Mujeres;2009;8.054
India;Mujeres;2008;7.010
India;Mujeres;2007;5.971
India;Mujeres;2006;5.831
India;Mujeres;2005;5.669
India;Mujeres;2004;4.856
India;Mujeres;2003;4.825
India;Mujeres;2002;4.294
