Sex;Nationality;Five-year age group;Periodo;Total
Females;Bulgaria;From 85 to 89 years  ;2017;6
Females;Bulgaria;From 85 to 89 years  ;2016;8
Females;Bulgaria;From 85 to 89 years  ;2015;3
Females;Bulgaria;From 85 to 89 years  ;2014;2
Females;Bulgaria;From 85 to 89 years  ;2013;3
Females;Bulgaria;From 85 to 89 years  ;2012;3
Females;Bulgaria;From 85 to 89 years  ;2011;2
Females;Bulgaria;From 85 to 89 years  ;2010;3
Females;Bulgaria;From 85 to 89 years  ;2009;""
Females;Bulgaria;From 85 to 89 years  ;2008;1
Females;Bulgaria;90 years old and over;2021;2
Females;Bulgaria;90 years old and over;2020;2
Females;Bulgaria;90 years old and over;2019;2
Females;Bulgaria;90 years old and over;2018;0
Females;Bulgaria;90 years old and over;2017;1
Females;Bulgaria;90 years old and over;2016;3
Females;Bulgaria;90 years old and over;2015;2
Females;Bulgaria;90 years old and over;2014;1
Females;Bulgaria;90 years old and over;2013;3
Females;Bulgaria;90 years old and over;2012;""
Females;Bulgaria;90 years old and over;2011;""
Females;Bulgaria;90 years old and over;2010;""
Females;Bulgaria;90 years old and over;2009;""
Females;Bulgaria;90 years old and over;2008;1
Females;Denmark;Total;2021;376
Females;Denmark;Total;2020;276
Females;Denmark;Total;2019;377
Females;Denmark;Total;2018;393
Females;Denmark;Total;2017;387
Females;Denmark;Total;2016;326
Females;Denmark;Total;2015;292
Females;Denmark;Total;2014;324
Females;Denmark;Total;2013;310
Females;Denmark;Total;2012;353
Females;Denmark;Total;2011;303
Females;Denmark;Total;2010;302
Females;Denmark;Total;2009;278
Females;Denmark;Total;2008;322
Females;Denmark;From 0 to 4 years old;2021;16
Females;Denmark;From 0 to 4 years old;2020;10
Females;Denmark;From 0 to 4 years old;2019;14
Females;Denmark;From 0 to 4 years old;2018;32
Females;Denmark;From 0 to 4 years old;2017;28
Females;Denmark;From 0 to 4 years old;2016;17
Females;Denmark;From 0 to 4 years old;2015;17
Females;Denmark;From 0 to 4 years old;2014;16
Females;Denmark;From 0 to 4 years old;2013;20
Females;Denmark;From 0 to 4 years old;2012;19
Females;Denmark;From 0 to 4 years old;2011;16
Females;Denmark;From 0 to 4 years old;2010;21
Females;Denmark;From 0 to 4 years old;2009;21
Females;Denmark;From 0 to 4 years old;2008;11
Females;Denmark;From 5 to 9 years    ;2021;11
Females;Denmark;From 5 to 9 years    ;2020;19
Females;Denmark;From 5 to 9 years    ;2019;15
Females;Denmark;From 5 to 9 years    ;2018;27
Females;Denmark;From 5 to 9 years    ;2017;23
Females;Denmark;From 5 to 9 years    ;2016;13
Females;Denmark;From 5 to 9 years    ;2015;11
Females;Denmark;From 5 to 9 years    ;2014;11
Females;Denmark;From 5 to 9 years    ;2013;12
Females;Denmark;From 5 to 9 years    ;2012;16
Females;Denmark;From 5 to 9 years    ;2011;16
Females;Denmark;From 5 to 9 years    ;2010;7
Females;Denmark;From 5 to 9 years    ;2009;17
Females;Denmark;From 5 to 9 years    ;2008;14
Females;Denmark;From 10 to 14 years  ;2021;13
Females;Denmark;From 10 to 14 years  ;2020;11
Females;Denmark;From 10 to 14 years  ;2019;13
Females;Denmark;From 10 to 14 years  ;2018;21
Females;Denmark;From 10 to 14 years  ;2017;12
Females;Denmark;From 10 to 14 years  ;2016;17
Females;Denmark;From 10 to 14 years  ;2015;13
Females;Denmark;From 10 to 14 years  ;2014;7
Females;Denmark;From 10 to 14 years  ;2013;6
Females;Denmark;From 10 to 14 years  ;2012;6
Females;Denmark;From 10 to 14 years  ;2011;7
Females;Denmark;From 10 to 14 years  ;2010;8
Females;Denmark;From 10 to 14 years  ;2009;3
Females;Denmark;From 10 to 14 years  ;2008;10
Females;Denmark;From 15 to 19 years  ;2021;19
Females;Denmark;From 15 to 19 years  ;2020;18
Females;Denmark;From 15 to 19 years  ;2019;18
Females;Denmark;From 15 to 19 years  ;2018;17
Females;Denmark;From 15 to 19 years  ;2017;22
Females;Denmark;From 15 to 19 years  ;2016;13
Females;Denmark;From 15 to 19 years  ;2015;15
Females;Denmark;From 15 to 19 years  ;2014;21
Females;Denmark;From 15 to 19 years  ;2013;13
Females;Denmark;From 15 to 19 years  ;2012;23
Females;Denmark;From 15 to 19 years  ;2011;8
Females;Denmark;From 15 to 19 years  ;2010;16
Females;Denmark;From 15 to 19 years  ;2009;11
Females;Denmark;From 15 to 19 years  ;2008;16
Females;Denmark;From 20 to 24 years;2021;48
Females;Denmark;From 20 to 24 years;2020;24
Females;Denmark;From 20 to 24 years;2019;53
Females;Denmark;From 20 to 24 years;2018;50
Females;Denmark;From 20 to 24 years;2017;36
Females;Denmark;From 20 to 24 years;2016;50
Females;Denmark;From 20 to 24 years;2015;38
Females;Denmark;From 20 to 24 years;2014;41
Females;Denmark;From 20 to 24 years;2013;42
Females;Denmark;From 20 to 24 years;2012;32
Females;Denmark;From 20 to 24 years;2011;42
Females;Denmark;From 20 to 24 years;2010;39
Females;Denmark;From 20 to 24 years;2009;26
Females;Denmark;From 20 to 24 years;2008;35
Females;Denmark;From 25 to 29 years  ;2021;52
Females;Denmark;From 25 to 29 years  ;2020;38
Females;Denmark;From 25 to 29 years  ;2019;47
Females;Denmark;From 25 to 29 years  ;2018;44
Females;Denmark;From 25 to 29 years  ;2017;40
Females;Denmark;From 25 to 29 years  ;2016;28
Females;Denmark;From 25 to 29 years  ;2015;35
Females;Denmark;From 25 to 29 years  ;2014;42
Females;Denmark;From 25 to 29 years  ;2013;21
Females;Denmark;From 25 to 29 years  ;2012;43
Females;Denmark;From 25 to 29 years  ;2011;29
Females;Denmark;From 25 to 29 years  ;2010;20
Females;Denmark;From 25 to 29 years  ;2009;32
Females;Denmark;From 25 to 29 years  ;2008;23
Females;Denmark;From 30 to 34 years old;2021;25
Females;Denmark;From 30 to 34 years old;2020;22
Females;Denmark;From 30 to 34 years old;2019;33
Females;Denmark;From 30 to 34 years old;2018;25
Females;Denmark;From 30 to 34 years old;2017;27
Females;Denmark;From 30 to 34 years old;2016;18
Females;Denmark;From 30 to 34 years old;2015;26
Females;Denmark;From 30 to 34 years old;2014;26
Females;Denmark;From 30 to 34 years old;2013;22
Females;Denmark;From 30 to 34 years old;2012;21
Females;Denmark;From 30 to 34 years old;2011;29
Females;Denmark;From 30 to 34 years old;2010;33
Females;Denmark;From 30 to 34 years old;2009;25
Females;Denmark;From 30 to 34 years old;2008;21
Females;Denmark;From 35 to 39 years old;2021;20
Females;Denmark;From 35 to 39 years old;2020;20
Females;Denmark;From 35 to 39 years old;2019;25
Females;Denmark;From 35 to 39 years old;2018;18
Females;Denmark;From 35 to 39 years old;2017;26
Females;Denmark;From 35 to 39 years old;2016;23
Females;Denmark;From 35 to 39 years old;2015;19
Females;Denmark;From 35 to 39 years old;2014;25
Females;Denmark;From 35 to 39 years old;2013;18
Females;Denmark;From 35 to 39 years old;2012;28
Females;Denmark;From 35 to 39 years old;2011;29
Females;Denmark;From 35 to 39 years old;2010;20
Females;Denmark;From 35 to 39 years old;2009;27
Females;Denmark;From 35 to 39 years old;2008;32
Females;Denmark;From 40 to 44 years  ;2021;24
Females;Denmark;From 40 to 44 years  ;2020;24
Females;Denmark;From 40 to 44 years  ;2019;21
Females;Denmark;From 40 to 44 years  ;2018;27
Females;Denmark;From 40 to 44 years  ;2017;20
Females;Denmark;From 40 to 44 years  ;2016;25
Females;Denmark;From 40 to 44 years  ;2015;13
Females;Denmark;From 40 to 44 years  ;2014;20
Females;Denmark;From 40 to 44 years  ;2013;18
Females;Denmark;From 40 to 44 years  ;2012;13
Females;Denmark;From 40 to 44 years  ;2011;21
Females;Denmark;From 40 to 44 years  ;2010;23
Females;Denmark;From 40 to 44 years  ;2009;14
Females;Denmark;From 40 to 44 years  ;2008;25
Females;Denmark;From 45 to 49 years old;2021;17
Females;Denmark;From 45 to 49 years old;2020;11
Females;Denmark;From 45 to 49 years old;2019;33
Females;Denmark;From 45 to 49 years old;2018;27
Females;Denmark;From 45 to 49 years old;2017;23
Females;Denmark;From 45 to 49 years old;2016;21
Females;Denmark;From 45 to 49 years old;2015;19
Females;Denmark;From 45 to 49 years old;2014;28
Females;Denmark;From 45 to 49 years old;2013;21
Females;Denmark;From 45 to 49 years old;2012;20
Females;Denmark;From 45 to 49 years old;2011;18
Females;Denmark;From 45 to 49 years old;2010;24
Females;Denmark;From 45 to 49 years old;2009;19
Females;Denmark;From 45 to 49 years old;2008;16
Females;Denmark;From 50 to 54 years old;2021;36
Females;Denmark;From 50 to 54 years old;2020;18
Females;Denmark;From 50 to 54 years old;2019;26
Females;Denmark;From 50 to 54 years old;2018;23
Females;Denmark;From 50 to 54 years old;2017;33
Females;Denmark;From 50 to 54 years old;2016;20
Females;Denmark;From 50 to 54 years old;2015;16
Females;Denmark;From 50 to 54 years old;2014;28
Females;Denmark;From 50 to 54 years old;2013;20
Females;Denmark;From 50 to 54 years old;2012;17
Females;Denmark;From 50 to 54 years old;2011;15
Females;Denmark;From 50 to 54 years old;2010;23
Females;Denmark;From 50 to 54 years old;2009;17
Females;Denmark;From 50 to 54 years old;2008;25
Females;Denmark;From 55 to 59 years old;2021;34
Females;Denmark;From 55 to 59 years old;2020;14
Females;Denmark;From 55 to 59 years old;2019;19
Females;Denmark;From 55 to 59 years old;2018;23
Females;Denmark;From 55 to 59 years old;2017;27
Females;Denmark;From 55 to 59 years old;2016;22
Females;Denmark;From 55 to 59 years old;2015;19
Females;Denmark;From 55 to 59 years old;2014;14
Females;Denmark;From 55 to 59 years old;2013;22
Females;Denmark;From 55 to 59 years old;2012;30
Females;Denmark;From 55 to 59 years old;2011;21
Females;Denmark;From 55 to 59 years old;2010;14
Females;Denmark;From 55 to 59 years old;2009;20
Females;Denmark;From 55 to 59 years old;2008;20
Females;Denmark;From 60 to 64 years old;2021;22
Females;Denmark;From 60 to 64 years old;2020;20
Females;Denmark;From 60 to 64 years old;2019;24
Females;Denmark;From 60 to 64 years old;2018;22
Females;Denmark;From 60 to 64 years old;2017;30
Females;Denmark;From 60 to 64 years old;2016;20
Females;Denmark;From 60 to 64 years old;2015;15
Females;Denmark;From 60 to 64 years old;2014;15
Females;Denmark;From 60 to 64 years old;2013;32
Females;Denmark;From 60 to 64 years old;2012;42
Females;Denmark;From 60 to 64 years old;2011;23
Females;Denmark;From 60 to 64 years old;2010;18
Females;Denmark;From 60 to 64 years old;2009;28
Females;Denmark;From 60 to 64 years old;2008;41
Females;Denmark;From 65 to 69 years old;2021;21
Females;Denmark;From 65 to 69 years old;2020;13
Females;Denmark;From 65 to 69 years old;2019;18
Females;Denmark;From 65 to 69 years old;2018;14
Females;Denmark;From 65 to 69 years old;2017;23
Females;Denmark;From 65 to 69 years old;2016;23
Females;Denmark;From 65 to 69 years old;2015;21
Females;Denmark;From 65 to 69 years old;2014;20
Females;Denmark;From 65 to 69 years old;2013;17
Females;Denmark;From 65 to 69 years old;2012;22
Females;Denmark;From 65 to 69 years old;2011;22
Females;Denmark;From 65 to 69 years old;2010;22
Females;Denmark;From 65 to 69 years old;2009;11
Females;Denmark;From 65 to 69 years old;2008;18
Females;Denmark;From 70 to 74 years  ;2021;7
Females;Denmark;From 70 to 74 years  ;2020;6
Females;Denmark;From 70 to 74 years  ;2019;11
Females;Denmark;From 70 to 74 years  ;2018;18
Females;Denmark;From 70 to 74 years  ;2017;9
Females;Denmark;From 70 to 74 years  ;2016;10
Females;Denmark;From 70 to 74 years  ;2015;11
Females;Denmark;From 70 to 74 years  ;2014;6
Females;Denmark;From 70 to 74 years  ;2013;17
Females;Denmark;From 70 to 74 years  ;2012;17
Females;Denmark;From 70 to 74 years  ;2011;3
Females;Denmark;From 70 to 74 years  ;2010;6
Females;Denmark;From 70 to 74 years  ;2009;4
Females;Denmark;From 70 to 74 years  ;2008;10
Females;Denmark;From 75 to 79 years  ;2021;4
Females;Denmark;From 75 to 79 years  ;2020;4
Females;Denmark;From 75 to 79 years  ;2019;2
Females;Denmark;From 75 to 79 years  ;2018;1
Females;Denmark;From 75 to 79 years  ;2017;5
Females;Denmark;From 75 to 79 years  ;2016;2
Females;Denmark;From 75 to 79 years  ;2015;2
Females;Denmark;From 75 to 79 years  ;2014;2
Females;Denmark;From 75 to 79 years  ;2013;5
Females;Denmark;From 75 to 79 years  ;2012;1
Females;Denmark;From 75 to 79 years  ;2011;""
Females;Denmark;From 75 to 79 years  ;2010;4
Females;Denmark;From 75 to 79 years  ;2009;2
Females;Denmark;From 75 to 79 years  ;2008;2
Females;Denmark;From 80 to 84 years  ;2021;4
Females;Denmark;From 80 to 84 years  ;2020;0
Females;Denmark;From 80 to 84 years  ;2019;1
Females;Denmark;From 80 to 84 years  ;2018;4
Females;Denmark;From 80 to 84 years  ;2017;3
Females;Denmark;From 80 to 84 years  ;2016;3
Females;Denmark;From 80 to 84 years  ;2015;2
Females;Denmark;From 80 to 84 years  ;2014;2
Females;Denmark;From 80 to 84 years  ;2013;2
Females;Denmark;From 80 to 84 years  ;2012;1
Females;Denmark;From 80 to 84 years  ;2011;""
Females;Denmark;From 80 to 84 years  ;2010;3
Females;Denmark;From 80 to 84 years  ;2009;""
Females;Denmark;From 80 to 84 years  ;2008;""
Females;Denmark;From 85 to 89 years  ;2021;0
Females;Denmark;From 85 to 89 years  ;2020;2
Females;Denmark;From 85 to 89 years  ;2019;4
Females;Denmark;From 85 to 89 years  ;2018;0
Females;Denmark;From 85 to 89 years  ;2017;0
Females;Denmark;From 85 to 89 years  ;2016;0
Females;Denmark;From 85 to 89 years  ;2015;""
Females;Denmark;From 85 to 89 years  ;2014;""
Females;Denmark;From 85 to 89 years  ;2013;""
Females;Denmark;From 85 to 89 years  ;2012;""
Females;Denmark;From 85 to 89 years  ;2011;1
Females;Denmark;From 85 to 89 years  ;2010;""
Females;Denmark;From 85 to 89 years  ;2009;""
Females;Denmark;From 85 to 89 years  ;2008;2
Females;Denmark;90 years old and over;2021;3
Females;Denmark;90 years old and over;2020;2
Females;Denmark;90 years old and over;2019;0
Females;Denmark;90 years old and over;2018;0
Females;Denmark;90 years old and over;2017;0
Females;Denmark;90 years old and over;2016;0
Females;Denmark;90 years old and over;2015;2
Females;Denmark;90 years old and over;2014;""
Females;Denmark;90 years old and over;2013;""
Females;Denmark;90 years old and over;2012;1
Females;Denmark;90 years old and over;2011;1
Females;Denmark;90 years old and over;2010;""
Females;Denmark;90 years old and over;2009;""
Females;Denmark;90 years old and over;2008;""
Females;Finland;Total;2021;472
Females;Finland;Total;2020;372
Females;Finland;Total;2019;545
Females;Finland;Total;2018;568
Females;Finland;Total;2017;578
Females;Finland;Total;2016;508
Females;Finland;Total;2015;474
Females;Finland;Total;2014;462
Females;Finland;Total;2013;476
Females;Finland;Total;2012;489
Females;Finland;Total;2011;533
Females;Finland;Total;2010;491
Females;Finland;Total;2009;370
Females;Finland;Total;2008;378
Females;Finland;From 0 to 4 years old;2021;15
Females;Finland;From 0 to 4 years old;2020;13
Females;Finland;From 0 to 4 years old;2019;20
Females;Finland;From 0 to 4 years old;2018;24
Females;Finland;From 0 to 4 years old;2017;29
Females;Finland;From 0 to 4 years old;2016;20
Females;Finland;From 0 to 4 years old;2015;23
Females;Finland;From 0 to 4 years old;2014;13
Females;Finland;From 0 to 4 years old;2013;19
Females;Finland;From 0 to 4 years old;2012;16
Females;Finland;From 0 to 4 years old;2011;17
Females;Finland;From 0 to 4 years old;2010;16
Females;Finland;From 0 to 4 years old;2009;7
Females;Finland;From 0 to 4 years old;2008;13
Females;Finland;From 5 to 9 years    ;2021;22
Females;Finland;From 5 to 9 years    ;2020;9
Females;Finland;From 5 to 9 years    ;2019;26
Females;Finland;From 5 to 9 years    ;2018;27
Females;Finland;From 5 to 9 years    ;2017;23
Females;Finland;From 5 to 9 years    ;2016;23
Females;Finland;From 5 to 9 years    ;2015;21
Females;Finland;From 5 to 9 years    ;2014;15
Females;Finland;From 5 to 9 years    ;2013;23
Females;Finland;From 5 to 9 years    ;2012;9
Females;Finland;From 5 to 9 years    ;2011;12
Females;Finland;From 5 to 9 years    ;2010;17
Females;Finland;From 5 to 9 years    ;2009;12
Females;Finland;From 5 to 9 years    ;2008;10
Females;Finland;From 10 to 14 years  ;2021;13
Females;Finland;From 10 to 14 years  ;2020;10
Females;Finland;From 10 to 14 years  ;2019;17
Females;Finland;From 10 to 14 years  ;2018;23
Females;Finland;From 10 to 14 years  ;2017;13
Females;Finland;From 10 to 14 years  ;2016;7
Females;Finland;From 10 to 14 years  ;2015;11
Females;Finland;From 10 to 14 years  ;2014;18
Females;Finland;From 10 to 14 years  ;2013;12
Females;Finland;From 10 to 14 years  ;2012;12
Females;Finland;From 10 to 14 years  ;2011;21
Females;Finland;From 10 to 14 years  ;2010;15
Females;Finland;From 10 to 14 years  ;2009;8
Females;Finland;From 10 to 14 years  ;2008;14
Females;Finland;From 15 to 19 years  ;2021;12
Females;Finland;From 15 to 19 years  ;2020;13
Females;Finland;From 15 to 19 years  ;2019;26
Females;Finland;From 15 to 19 years  ;2018;23
Females;Finland;From 15 to 19 years  ;2017;22
Females;Finland;From 15 to 19 years  ;2016;23
Females;Finland;From 15 to 19 years  ;2015;25
Females;Finland;From 15 to 19 years  ;2014;29
Females;Finland;From 15 to 19 years  ;2013;28
Females;Finland;From 15 to 19 years  ;2012;25
Females;Finland;From 15 to 19 years  ;2011;26
Females;Finland;From 15 to 19 years  ;2010;30
Females;Finland;From 15 to 19 years  ;2009;9
Females;Finland;From 15 to 19 years  ;2008;18
Females;Finland;From 20 to 24 years;2021;44
Females;Finland;From 20 to 24 years;2020;40
Females;Finland;From 20 to 24 years;2019;73
Females;Finland;From 20 to 24 years;2018;65
Females;Finland;From 20 to 24 years;2017;84
Females;Finland;From 20 to 24 years;2016;64
Females;Finland;From 20 to 24 years;2015;61
Females;Finland;From 20 to 24 years;2014;39
Females;Finland;From 20 to 24 years;2013;38
Females;Finland;From 20 to 24 years;2012;45
Females;Finland;From 20 to 24 years;2011;64
Females;Finland;From 20 to 24 years;2010;45
Females;Finland;From 20 to 24 years;2009;65
Females;Finland;From 20 to 24 years;2008;43
Females;Finland;From 25 to 29 years  ;2021;59
Females;Finland;From 25 to 29 years  ;2020;54
Females;Finland;From 25 to 29 years  ;2019;82
Females;Finland;From 25 to 29 years  ;2018;85
Females;Finland;From 25 to 29 years  ;2017;73
Females;Finland;From 25 to 29 years  ;2016;66
Females;Finland;From 25 to 29 years  ;2015;47
Females;Finland;From 25 to 29 years  ;2014;46
Females;Finland;From 25 to 29 years  ;2013;52
Females;Finland;From 25 to 29 years  ;2012;55
Females;Finland;From 25 to 29 years  ;2011;68
Females;Finland;From 25 to 29 years  ;2010;59
Females;Finland;From 25 to 29 years  ;2009;55
Females;Finland;From 25 to 29 years  ;2008;64
Females;Finland;From 30 to 34 years old;2021;48
Females;Finland;From 30 to 34 years old;2020;23
Females;Finland;From 30 to 34 years old;2019;50
Females;Finland;From 30 to 34 years old;2018;53
Females;Finland;From 30 to 34 years old;2017;49
Females;Finland;From 30 to 34 years old;2016;42
Females;Finland;From 30 to 34 years old;2015;45
